@relation 'testset 2att'

@attribute Tweet string
@attribute Tekst {SPAM,NEWS,SPORTS}

@data
'#news india slam door shut on minnows big match dreams india captain mahendra singh dhoni dealt a huge blow t',NEWS
'#news no queues at petrol stations despite impending fuel price hike the star',NEWS
'the snapchat stars everyone should be watching you ve probably heard of instagram stars y #business #news',NEWS
'stomach virus rules out sharapova world number two maria sharapova withdraws from the acapulco international #news',NEWS
'in europe bond yields and interest rates go through the looking glass via nytimes #trending #news',NEWS
'a gaza artist creates square feet of beauty and she s not budging via nytimes #trending #news',NEWS
'#news nypd searches for missing bronx teenager #breaking',NEWS
'#news series of bombings kill in iraq #breaking',NEWS
'#vistaca #news north county buzz march st patrick dinner dance at st mark s catholic church san marcos',NEWS
'cyclist killed in stab murder a year old boy was fatally stabbed when three men attacked him while #news',NEWS
'tehran collective strike of chicken meat wholesalers in tehran pars and shoush #ap #iran #news',NEWS
'xandthedotcom search engine top search woman found in box at landfill #news #dfw #found #us',SPAM
'hi y all couple married for years die together while holding hands in the end this couple who w #news',NEWS
'#news hints at warren buffett s succession charlie munger suggests that berkshire hathaway s next chief execu',NEWS
'google news us congress oks stopgap dhs funding bill lawmakers remain at impasse in fox news #news #us',SPAM
'couple married for years die together while holding hands in the end this couple who were married #news',NEWS
'free xnxx anal action with hot mature and young stud #pics #news #pussy #youtube',SPAM
'free xnxx lusty lady loves being the woman on top #pics #news #pussy #youtube',SPAM
'#news #whatsapp #startups sesame is a smart lock that lets your unlock your current de #adamlisagor #apple',NEWS
'video reveller drop kicks woman in shocking unprovoked attack caught o #uknews #uk #newspapers #news',NEWS
'rt police have maid in america actress in for questioning about stolen #oscardress #news #bbmgcn htt',NEWS
'rt western refining logistics sees strong trading volume after earnings beat wnrl #logistics #ne',NEWS
'marketing news pope urges co ops to promote economy of honesty vatican radio vatican ra #marketing #news',NEWS
'bankia reports a rise in fourth quarter profits announcement of a dividend payment marks a further step #news',NEWS
'the science of self confidence and why we lose it if we don t use it #global #lifestyle #showbiz #economy #news',NEWS
'eric holder defends al sharpton s ties to white house despite tax debts #global #lifestyle #showbiz #economy #news',NEWS
'tools amp tricks that capture readers attention in seconds #global #lifestyle #showbiz #economy #news',SPAM
'barry eichengreen on the necessity for budget surpluses #global #lifestyle #showbiz #economy #news',NEWS
'sharon osbourne on daughter kelly leaving fashion police you can never be bought #nail #fashion #news',NEWS
'the can t miss photos of the week #nail #fashion #news',SPAM
'#breaking #news #trending sony',SPAM
'#ucihourrecord #news rohan dennis smashes the uci hour record road #cc',SPORTS
'israel news weekend edition new israeli app for diabetics jerusalemonline #israel #news via news',NEWS
'#news earp in effect for wichita',NEWS
'canada official launch of the samy el maghribi foundation #morocco #news',NEWS
'rt #news the crew the band and sos are celebrating one of the crew s birthday marry in tokyo just now via',SPAM
'#breaking rant amp rave cheers for uw husky women s basketball #news',SPORTS
'iran kashan continued strike and protest by yarn producing factory workers #ap #iran #news',NEWS
'#news mom of murdered russian opposition leader putin will kill you for that fox news #tafs #fb',NEWS
'#news six takeaways about presidential race from cpac usa today #tafs #fb',NEWS
'#news house republicans fumble homeland security vote the atlantic #tafs #fb',NEWS
'#news winrar final rus eng pc portable by portableappz',SPAM
'rt sufjan stevens carrie amp lowell silent listening parties begin tomorrow in ny #news',NEWS
'mom of murdered russian opposition leader putin will kill you for that fox news #headlinenews #news',NEWS
'#ireadable #dotnet nd april ryujit ctp how to use simd #news',SPAM
'six takeaways about presidential race from cpac usa today #headlinenews #news',NEWS
'house republicans fumble homeland security vote the atlantic #headlinenews #news',NEWS
'stolen nascar race car recovered by police in georgia los angeles times #headlinenews #news',NEWS
'#ireadable #dotnet rd april quick info about a great simd writeup #news',SPAM
'nyc id program starts off with a bang abc news #headlinenews #news',NEWS
'#ireadable #dotnet th may ryujit ctp now with more simd types and better os support #news',SPAM
'#ireadable #dotnet th october ryujit ctp getting closer to shipping and with better simd support #news',SPAM
'rt ruins and recriminations after rebel advance on two east ukrainian towns via #news',NEWS
'teen charged for allegedly urging friend to kill himself police in massachusetts have charged #news #gawker',NEWS
'the holderness family literally can t handle the snow right now #tech #news',NEWS
'#news series of bombings kill in iraq #tu',NEWS
'#news california farmers could go without federal water as drought continues #tu',NEWS
'antarctica s spectacular glaciers melting faster #news',NEWS
'robber locks gas station employee in garage salem police are searching for the robber who #newhampshire #news',NEWS
'karachi ps nabi bux garden raod officer colony main dacoiti muzahimat per firing say zakhmi muhammad umar s o abdul hameed y #k u #news',SPAM
'nemtsov killing follows slaying of other kremlin critics #news',NEWS
'no more excess baggage charges with first luggage nice #travel #ceo #travelblogger #news #holiday',NEWS
'#pakistan #news i refused million for senate elections imran khan',NEWS
'#fitspo #fitblr how does running help in losing weight #headline #news',SPAM
'message of leader of the islamic republic of iran #letteru #letterall ir #news #rt #np #world',SPAM
'message of leader of the islamic republic of iran #letteru #letterall ir #news #rt #np #world',SPAM
'#news #whatsapp #startups rising sea levels are already making miami s floods worse #apple #business',NEWS
'stannard #news bob stannard say it ain t so vtdigger #org',SPAM
'nypd searches for missing bronx teenager #knus #news',NEWS
'adv upgrade to gold #philadelphia #news',SPAM
'your weekend forecast for philadelphia pa #philadelphia #news',NEWS
'pollen trend for philadelphia pa #philadelphia #news',NEWS
'video your regional weather forecast #philadelphia #news',NEWS
'your day forecast for philadelphia pa #philadelphia #news',NEWS
'free xnxx cum hungry grandma takes a fist and a facial #pics #news #pussy #youtube',SPAM
'your local doppler radar #philadelphia #news',SPAM
'#resistance newsletter when people mobilize we can win this week was a busy one for popu #us #usa #news',SPAM
'current weather conditions in philadelphia pa #philadelphia #news',SPAM
'leonard nimoy s best moments as spock on star trek #news',NEWS
'phillies buchanan working on being a complete pitcher #philadelphia #news',SPORTS
'#breaking #news #trending people',SPAM
'dc removes reference to amsterdam in marijuana law fact sheet #amsterdam #news',NEWS
'rt #news zayn is with louis and harry in roppongi right now via',NEWS
'kimmo timonen traded to chicago #philadelphia #news',SPORTS
'rt games if obama loves america why did he transform it he s a fraud a tyrant amp a traitor #tc',NEWS
'picture released as three more take drug that killed plymouth two in #amsterdam #news',NEWS
'this singer from amsterdam is the best artist you don t know #amsterdam #news',SPAM
'rt ruins and recriminations after rebel advance on two east ukrainian towns via #news',NEWS
'wisconsin s walker adjusts to rigor of presidential politics #news #politics',NEWS
'tourists in amsterdam warned over heroine #amsterdam #news',NEWS
'meet youtube s most unlikely video star usatoday reporter s mom has huge audience of knitting fans #it #news',NEWS
'weekend listening future of wearables free internet mobile pay usa today tech podcasts feature #it #news',NEWS
'most incredible discoveries of the week ancient mortician methodology makes the list #it #news',NEWS
'#news #usa on the street mfw a w day see what the models are wearing off duty more',SPAM
'amsterdam warns tourists white heroin being sold as cocaine #amsterdam #news',NEWS
'#newstoday #news west ham united crystal palace glenn murray scores twice and is sent off as crystal pala',SPORTS
'#news #usa on the street mfw a w day see what the models are wearing off duty more',SPAM
'amsterdam has officially run out of spaces to park its bicycles #amsterdam #news',NEWS
'top warren buffett stock buys for ibm visa deere and more #philadelphia #news',NEWS
'amsterdam s white heroin seller still active #amsterdam #news',NEWS
'message of leader of the islamic republic of iran #letteru #letterall ir #news #rt #np #world',SPAM
'dc like amsterdam we can only hope #amsterdam #news',SPAM
'amsterdam to build underwater parking for bicycles after running out of #amsterdam #news',NEWS
'free xnxx lusty lady loves being the woman on top #pics #news #pussy #youtube',SPAM
'campaigners call for full inquiry into alleged child abuse in nottingha #uknews #uk #newspapers #news',NEWS
'#startrek #entertainment leonard nimoy s best moments as spock on star trek #news',NEWS
'free agency breakdown orlando franklin denver broncos blog espn #news',SPORTS
'#ireadable #dotnet nd february how to keep your edge while you re unemployed #news',SPAM
'#ireadable #dotnet rd february date arithmetic with powershell #news',SPAM
'#ireadable #dotnet rd february getting the best people to join your company #news',SPAM
'rt great times last night lots to do now in just a few days we will be giving all of you loyal amazing #schemers some #n',SPAM
'their bed is a lesbian playground free xnxx #pics #news #pussy #youtube',SPAM
'#news retired goodyear blimp gondola joins cleveland exhibit cleveland ap the gondola of the decom #world',NEWS
'#news german based anti islam group holds first rally in england london ap the german based anti i #world',NEWS
'#news activists say al qaida fighters overrun syrian rebel bases beirut ap syria s al qaida affili #world',NEWS
'#news cameroonians demonstrate against attacks by boko haram yaounde cameroon ap thousands of cam #world',NEWS
